"","pm1","pm2.5","resp","pm10","total","date"
"1504",0.005,0.005,0.005,0.005,0.005,2019-09-05 11:41:28
"1505",0.005,0.005,0.005,0.005,0.005,2019-09-05 11:41:38
"1506",0.005,0.005,0.005,0.005,0.005,2019-09-05 11:41:48
"1507",0.005,0.005,0.005,0.005,0.005,2019-09-05 11:41:58
"1508",0.004,0.005,0.005,0.005,0.005,2019-09-05 11:42:08
"1509",0.004,0.004,0.004,0.004,0.004,2019-09-05 11:42:18
"1510",0,0,0,0,0,2019-09-05 11:42:28
"1511",0,0,0,0,0,2019-09-05 11:42:38
"1512",0,0,0,0,0,2019-09-05 11:42:48
"1513",0,0,0,0,0,2019-09-05 11:42:58
"1514",0,0,0,0,0,2019-09-05 11:43:08
"1515",0,0,0,0,0,2019-09-05 11:43:18
"1516",0,0,0,0,0,2019-09-05 11:43:28
"1517",0,0,0,0,0,2019-09-05 11:43:38
"1518",0,0,0,0,0,2019-09-05 11:43:48
"1519",0,0,0,0,0,2019-09-05 11:43:58
"1520",0,0,0,0,0,2019-09-05 11:44:08
"1521",0,0,0,0,0,2019-09-05 11:44:18
"1522",0,0,0,0,0,2019-09-05 11:44:28
"1523",0,0,0,0,0,2019-09-05 11:44:38
"1524",0,0,0,0,0,2019-09-05 11:44:48
"1525",0,0,0,0,0,2019-09-05 11:44:58
"1526",0,0,0,0,0,2019-09-05 11:45:08
"1527",0,0,0,0,0,2019-09-05 11:45:18
"1528",0,0,0,0,0,2019-09-05 11:45:28
"1529",0,0,0,0,0,2019-09-05 11:45:38
"1530",0,0,0,0,0,2019-09-05 11:45:48
"1531",0,0,0,0,0,2019-09-05 11:45:58
"1532",0,0,0,0,0,2019-09-05 11:46:08
"1533",0,0,0,0,0,2019-09-05 11:46:18
"1534",0,0,0,0,0,2019-09-05 11:46:28
"1535",0,0,0,0,0,2019-09-05 11:46:38
"1536",0,0,0,0,0,2019-09-05 11:46:48
"1537",0,0,0,0,0,2019-09-05 11:46:58
"1538",0,0,0,0,0,2019-09-05 11:47:08
"1539",0,0,0,0,0,2019-09-05 11:47:18
"1540",0,0,0,0,0,2019-09-05 11:47:28
"1541",0,0,0,0,0,2019-09-05 11:47:38
"1542",0,0,0,0,0,2019-09-05 11:47:48
"1543",0,0,0,0,0,2019-09-05 11:47:58
"1544",0,0,0,0,0,2019-09-05 11:48:08
"1545",0,0,0,0,0,2019-09-05 11:48:18
"1546",0,0,0,0,0,2019-09-05 11:48:28
"1547",0,0,0,0,0,2019-09-05 11:48:38
"1548",0,0,0,0,0,2019-09-05 11:48:48
"1549",0,0,0,0,0,2019-09-05 11:48:58
"1550",0,0,0,0,0,2019-09-05 11:49:08
"1551",0,0,0,0,0,2019-09-05 11:49:18
"1552",0,0,0,0,0,2019-09-05 11:49:28
"1553",0,0,0,0,0,2019-09-05 11:49:38
"1554",0,0,0,0,0,2019-09-05 11:49:48
"1555",0,0,0,0,0,2019-09-05 11:49:58
"1556",0,0,0,0,0,2019-09-05 11:50:08
"1557",0,0,0,0,0,2019-09-05 11:50:18
"1558",0,0,0,0,0,2019-09-05 11:50:28
"1559",0,0,0,0,0,2019-09-05 11:50:38
"1560",0,0,0,0,0,2019-09-05 11:50:48
"1561",0,0,0,0,0,2019-09-05 11:50:58
"1562",0,0,0,0,0,2019-09-05 11:51:08
"1563",0,0,0,0,0,2019-09-05 11:51:18
"1564",0,0,0,0,0,2019-09-05 11:51:28
"1565",0,0,0,0,0,2019-09-05 11:51:38
"1566",0,0,0,0,0,2019-09-05 11:51:48
"1567",0,0,0,0,0,2019-09-05 11:51:58
"1568",0,0,0,0,0,2019-09-05 11:52:08
"1569",0,0,0,0,0,2019-09-05 11:52:18
"1570",0,0,0,0,0,2019-09-05 11:52:28
"1571",0,0,0,0,0,2019-09-05 11:52:38
"1572",0,0,0,0,0,2019-09-05 11:52:48
"1573",0,0,0,0,0,2019-09-05 11:52:58
"1574",0,0,0,0,0,2019-09-05 11:53:08
"1575",0,0,0,0,0,2019-09-05 11:53:18
"1576",0,0,0,0,0,2019-09-05 11:53:28
"1577",0,0,0,0,0,2019-09-05 11:53:38
"1578",0,0,0,0,0,2019-09-05 11:53:48
"1579",0,0,0,0,0,2019-09-05 11:53:58
"1580",0,0,0,0,0,2019-09-05 11:54:08
"1581",0,0,0,0,0,2019-09-05 11:54:18
"1582",0,0,0,0,0,2019-09-05 11:54:28
"1583",0,0,0,0,0,2019-09-05 11:54:38
"1584",0,0,0,0,0,2019-09-05 11:54:48
"1585",0,0,0,0,0,2019-09-05 11:54:58
"1586",0,0,0,0,0,2019-09-05 11:55:08
"1587",0,0,0,0,0,2019-09-05 11:55:18
"1588",0,0,0,0,0,2019-09-05 11:55:28
"1589",0,0,0,0,0,2019-09-05 11:55:38
"1590",0,0,0,0,0,2019-09-05 11:55:48
"1591",0,0,0,0,0,2019-09-05 11:55:58
"1592",0,0,0,0,0,2019-09-05 11:56:08
"1593",0,0,0,0,0,2019-09-05 11:56:18
"1594",0,0,0,0,0,2019-09-05 11:56:28
"1595",0.008,0.01,0.01,0.011,0.011,2019-09-05 11:56:38
"1596",0.023,0.026,0.028,0.03,0.03,2019-09-05 11:56:48
"1597",0.027,0.031,0.033,0.036,0.036,2019-09-05 11:56:58
"1598",0.023,0.026,0.028,0.028,0.028,2019-09-05 11:57:08
"1599",0.009,0.01,0.011,0.012,0.012,2019-09-05 11:57:18
"1600",0.002,0.002,0.003,0.003,0.003,2019-09-05 11:57:28
"1601",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:57:38
"1602",0.002,0.003,0.003,0.003,0.003,2019-09-05 11:57:48
"1603",0.004,0.005,0.005,0.005,0.005,2019-09-05 11:57:58
"1604",0.02,0.023,0.025,0.027,0.027,2019-09-05 11:58:08
"1605",0.026,0.03,0.031,0.033,0.037,2019-09-05 11:58:18
"1606",0.027,0.032,0.034,0.035,0.035,2019-09-05 11:58:28
"1607",0.024,0.028,0.029,0.03,0.031,2019-09-05 11:58:38
"1608",0.009,0.011,0.012,0.012,0.015,2019-09-05 11:58:48
"1609",0.002,0.003,0.004,0.004,0.004,2019-09-05 11:58:58
"1610",0.002,0.003,0.003,0.003,0.003,2019-09-05 11:59:08
"1611",0.003,0.004,0.004,0.004,0.004,2019-09-05 11:59:18
"1612",0.003,0.003,0.004,0.004,0.004,2019-09-05 11:59:28
"1613",0.003,0.004,0.004,0.004,0.004,2019-09-05 11:59:38
"1614",0.003,0.004,0.004,0.004,0.004,2019-09-05 11:59:48
"1615",0.008,0.009,0.01,0.011,0.011,2019-09-05 11:59:58
"1616",0.029,0.033,0.035,0.038,0.038,2019-09-05 12:00:08
"1617",0.038,0.043,0.045,0.047,0.047,2019-09-05 12:00:18
"1618",0.04,0.045,0.047,0.049,0.049,2019-09-05 12:00:28
"1619",0.038,0.044,0.046,0.048,0.048,2019-09-05 12:00:38
"1620",0.015,0.018,0.018,0.019,0.019,2019-09-05 12:00:48
"1621",0.006,0.007,0.007,0.007,0.007,2019-09-05 12:00:58
"1622",0.006,0.007,0.007,0.008,0.008,2019-09-05 12:01:08
"1623",0.006,0.007,0.008,0.008,0.008,2019-09-05 12:01:18
"1624",0.006,0.008,0.008,0.008,0.008,2019-09-05 12:01:28
"1625",0.011,0.012,0.012,0.012,0.012,2019-09-05 12:01:38
"1626",0.019,0.021,0.021,0.022,0.022,2019-09-05 12:01:48
"1627",0.021,0.023,0.024,0.025,0.025,2019-09-05 12:01:58
"1628",0.021,0.023,0.023,0.024,0.024,2019-09-05 12:02:08
"1629",0.013,0.015,0.015,0.015,0.015,2019-09-05 12:02:18
"1630",0.004,0.004,0.004,0.005,0.005,2019-09-05 12:02:28
"1631",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:02:38
"1632",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:02:48
"1633",0.004,0.004,0.004,0.005,0.005,2019-09-05 12:02:58
"1634",0.006,0.006,0.007,0.007,0.007,2019-09-05 12:03:08
"1635",0.014,0.015,0.015,0.015,0.015,2019-09-05 12:03:18
"1636",0.021,0.023,0.024,0.025,0.025,2019-09-05 12:03:28
"1637",0.025,0.028,0.029,0.03,0.03,2019-09-05 12:03:38
"1638",0.026,0.028,0.029,0.029,0.029,2019-09-05 12:03:48
"1639",0.022,0.025,0.025,0.026,0.026,2019-09-05 12:03:58
"1640",0.008,0.01,0.01,0.011,0.011,2019-09-05 12:04:08
"1641",0.006,0.007,0.007,0.007,0.009,2019-09-05 12:04:18
"1642",0.006,0.007,0.007,0.008,0.008,2019-09-05 12:04:28
"1643",0.007,0.008,0.009,0.01,0.01,2019-09-05 12:04:38
"1644",0.007,0.008,0.009,0.009,0.009,2019-09-05 12:04:48
"1645",0.011,0.012,0.012,0.013,0.013,2019-09-05 12:04:58
"1646",0.022,0.024,0.024,0.026,0.026,2019-09-05 12:05:08
"1647",0.024,0.026,0.027,0.027,0.027,2019-09-05 12:05:18
"1648",0.026,0.028,0.029,0.029,0.029,2019-09-05 12:05:28
"1649",0.018,0.02,0.02,0.02,0.023,2019-09-05 12:05:38
"1650",0.006,0.007,0.007,0.007,0.007,2019-09-05 12:05:48
"1651",0.001,0.001,0.001,0.002,0.002,2019-09-05 12:05:58
"1652",0,0,0,0,0,2019-09-05 12:06:08
"1653",0,0,0,0,0,2019-09-05 12:06:18
"1654",0,0,0,0,0,2019-09-05 12:06:28
"1655",0,0,0,0,0,2019-09-05 12:06:38
"1656",0.002,0.002,0.002,0.002,0.002,2019-09-05 12:06:48
"1657",0.006,0.007,0.007,0.007,0.007,2019-09-05 12:06:58
"1658",0.008,0.009,0.009,0.009,0.009,2019-09-05 12:07:08
"1659",0.009,0.009,0.01,0.01,0.01,2019-09-05 12:07:18
"1660",0.014,0.015,0.015,0.015,0.015,2019-09-05 12:07:28
"1661",0.028,0.03,0.03,0.03,0.034,2019-09-05 12:07:38
"1662",0.031,0.033,0.033,0.033,0.033,2019-09-05 12:07:48
"1663",0.032,0.034,0.035,0.035,0.035,2019-09-05 12:07:58
"1664",0.031,0.034,0.034,0.034,0.034,2019-09-05 12:08:08
"1665",0.032,0.034,0.034,0.035,0.035,2019-09-05 12:08:18
"1666",0.031,0.034,0.034,0.035,0.035,2019-09-05 12:08:28
"1667",0.031,0.033,0.034,0.034,0.034,2019-09-05 12:08:38
"1668",0.03,0.032,0.033,0.033,0.033,2019-09-05 12:08:48
"1669",0.031,0.033,0.033,0.033,0.033,2019-09-05 12:08:58
"1670",0.031,0.033,0.033,0.034,0.034,2019-09-05 12:09:08
"1671",0.031,0.034,0.034,0.034,0.034,2019-09-05 12:09:18
"1672",0.031,0.033,0.033,0.033,0.033,2019-09-05 12:09:28
"1673",0.03,0.032,0.033,0.033,0.033,2019-09-05 12:09:38
"1674",0.031,0.033,0.033,0.033,0.033,2019-09-05 12:09:48
"1675",0.03,0.032,0.032,0.032,0.032,2019-09-05 12:09:58
"1676",0.03,0.032,0.032,0.032,0.032,2019-09-05 12:10:08
"1677",0.03,0.032,0.032,0.032,0.032,2019-09-05 12:10:18
"1678",0.028,0.03,0.03,0.031,0.031,2019-09-05 12:10:28
"1679",0.028,0.03,0.03,0.03,0.03,2019-09-05 12:10:38
"1680",0.029,0.031,0.031,0.032,0.032,2019-09-05 12:10:48
"1681",0.027,0.029,0.029,0.03,0.03,2019-09-05 12:10:58
"1682",0.013,0.014,0.014,0.014,0.014,2019-09-05 12:11:08
"1683",0.013,0.014,0.014,0.014,0.014,2019-09-05 12:11:18
"1684",0.013,0.014,0.014,0.014,0.014,2019-09-05 12:11:28
"1685",0.013,0.014,0.014,0.014,0.014,2019-09-05 12:11:38
"1686",0.013,0.014,0.014,0.014,0.014,2019-09-05 12:11:48
"1687",0.013,0.014,0.014,0.014,0.014,2019-09-05 12:11:58
"1688",0.013,0.014,0.014,0.016,0.016,2019-09-05 12:12:08
"1689",0.012,0.013,0.013,0.013,0.013,2019-09-05 12:12:18
"1690",0.012,0.013,0.013,0.013,0.013,2019-09-05 12:12:28
"1691",0.008,0.009,0.009,0.009,0.009,2019-09-05 12:12:38
"1692",0.008,0.009,0.009,0.009,0.009,2019-09-05 12:12:48
"1693",0.008,0.008,0.009,0.009,0.01,2019-09-05 12:12:58
"1694",0.006,0.007,0.007,0.007,0.008,2019-09-05 12:13:08
"1695",0.005,0.005,0.005,0.005,0.005,2019-09-05 12:13:18
"1696",0.004,0.005,0.005,0.005,0.005,2019-09-05 12:13:28
"1697",0.005,0.005,0.005,0.005,0.005,2019-09-05 12:13:38
"1698",0.005,0.006,0.006,0.006,0.006,2019-09-05 12:13:48
"1699",0.005,0.006,0.006,0.006,0.006,2019-09-05 12:13:58
"1700",0.001,0.002,0.002,0.002,0.002,2019-09-05 12:14:08
"1701",0,0,0,0,0,2019-09-05 12:14:18
"1702",0,0,0,0,0,2019-09-05 12:14:28
"1703",0,0,0,0,0,2019-09-05 12:14:38
"1704",0,0,0,0,0,2019-09-05 12:14:48
"1705",0,0,0,0,0,2019-09-05 12:14:58
"1706",0.008,0.008,0.008,0.008,0.008,2019-09-05 12:15:08
"1707",0.026,0.027,0.027,0.027,0.027,2019-09-05 12:15:18
"1708",0.019,0.019,0.019,0.019,0.019,2019-09-05 12:15:28
"1709",0.019,0.019,0.019,0.019,0.019,2019-09-05 12:15:38
"1710",0.009,0.01,0.01,0.01,0.01,2019-09-05 12:15:48
"1711",0.001,0.001,0.001,0.001,0.001,2019-09-05 12:15:58
"1712",0.004,0.004,0.004,0.004,0.004,2019-09-05 12:16:08
"1713",0.029,0.029,0.029,0.029,0.029,2019-09-05 12:16:18
"1714",0.025,0.025,0.025,0.025,0.025,2019-09-05 12:16:28
"1715",0.024,0.024,0.024,0.024,0.024,2019-09-05 12:16:38
"1716",0.014,0.014,0.014,0.014,0.014,2019-09-05 12:16:48
"1717",0.006,0.006,0.006,0.006,0.006,2019-09-05 12:16:58
"1718",0.012,0.012,0.012,0.012,0.012,2019-09-05 12:17:08
"1719",0.021,0.022,0.022,0.022,0.022,2019-09-05 12:17:18
"1720",0.019,0.019,0.019,0.019,0.019,2019-09-05 12:17:28
"1721",0.015,0.015,0.015,0.015,0.015,2019-09-05 12:17:38
"1722",0.005,0.005,0.005,0.005,0.005,2019-09-05 12:17:48
"1723",0.004,0.004,0.004,0.004,0.004,2019-09-05 12:17:58
"1724",0.01,0.01,0.01,0.01,0.01,2019-09-05 12:18:08
"1725",0.014,0.014,0.014,0.014,0.014,2019-09-05 12:18:18
"1726",0.012,0.012,0.012,0.012,0.012,2019-09-05 12:18:28
"1727",0.009,0.009,0.009,0.009,0.009,2019-09-05 12:18:38
"1728",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:18:48
"1729",0.01,0.01,0.01,0.01,0.01,2019-09-05 12:18:58
"1730",0.035,0.035,0.035,0.035,0.035,2019-09-05 12:19:08
"1731",0.028,0.028,0.028,0.028,0.028,2019-09-05 12:19:18
"1732",0.027,0.027,0.027,0.027,0.027,2019-09-05 12:19:28
"1733",0.023,0.024,0.024,0.024,0.024,2019-09-05 12:19:38
"1734",0.008,0.008,0.009,0.009,0.009,2019-09-05 12:19:48
"1735",0.006,0.006,0.006,0.006,0.006,2019-09-05 12:19:58
"1736",0.04,0.04,0.04,0.04,0.04,2019-09-05 12:20:08
"1737",0.052,0.052,0.052,0.052,0.052,2019-09-05 12:20:18
"1738",0.044,0.044,0.044,0.044,0.044,2019-09-05 12:20:28
"1739",0.042,0.042,0.042,0.042,0.042,2019-09-05 12:20:38
"1740",0.021,0.021,0.021,0.021,0.021,2019-09-05 12:20:48
"1741",0.006,0.006,0.006,0.006,0.006,2019-09-05 12:20:58
"1742",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:21:08
"1743",0.014,0.014,0.014,0.014,0.014,2019-09-05 12:21:18
"1744",0.013,0.013,0.013,0.013,0.013,2019-09-05 12:21:28
"1745",0.012,0.012,0.012,0.012,0.012,2019-09-05 12:21:38
"1746",0.008,0.008,0.008,0.008,0.008,2019-09-05 12:21:48
"1747",0.001,0.001,0.001,0.001,0.001,2019-09-05 12:21:58
"1748",0,0,0,0,0,2019-09-05 12:22:08
"1749",0,0,0,0,0,2019-09-05 12:22:18
"1750",0.014,0.014,0.014,0.014,0.014,2019-09-05 12:22:28
"1751",0.017,0.017,0.017,0.017,0.017,2019-09-05 12:22:38
"1752",0.02,0.02,0.02,0.02,0.02,2019-09-05 12:22:48
"1753",0.018,0.018,0.018,0.018,0.018,2019-09-05 12:22:58
"1754",0.017,0.017,0.017,0.017,0.017,2019-09-05 12:23:08
"1755",0.016,0.016,0.016,0.016,0.016,2019-09-05 12:23:18
"1756",0.016,0.016,0.016,0.016,0.016,2019-09-05 12:23:28
"1757",0.015,0.016,0.016,0.016,0.016,2019-09-05 12:23:38
"1758",0.015,0.015,0.015,0.015,0.015,2019-09-05 12:23:48
"1759",0.015,0.015,0.015,0.015,0.015,2019-09-05 12:23:58
"1760",0.014,0.014,0.014,0.014,0.014,2019-09-05 12:24:08
"1761",0.014,0.014,0.014,0.014,0.014,2019-09-05 12:24:18
"1762",0.014,0.014,0.014,0.014,0.014,2019-09-05 12:24:28
"1763",0.014,0.014,0.014,0.014,0.014,2019-09-05 12:24:38
"1764",0.014,0.014,0.014,0.014,0.014,2019-09-05 12:24:48
"1765",0.014,0.014,0.014,0.014,0.014,2019-09-05 12:24:58
"1766",0.013,0.013,0.013,0.013,0.013,2019-09-05 12:25:08
"1767",0.013,0.013,0.013,0.013,0.013,2019-09-05 12:25:18
"1768",0.013,0.013,0.013,0.013,0.013,2019-09-05 12:25:28
"1769",0.013,0.013,0.013,0.013,0.013,2019-09-05 12:25:38
"1770",0.013,0.013,0.013,0.013,0.013,2019-09-05 12:25:48
"1771",0.013,0.013,0.013,0.013,0.013,2019-09-05 12:25:58
"1772",0.012,0.013,0.013,0.013,0.013,2019-09-05 12:26:08
"1773",0.012,0.012,0.012,0.012,0.012,2019-09-05 12:26:18
"1774",0.012,0.012,0.012,0.012,0.012,2019-09-05 12:26:28
"1775",0.012,0.012,0.012,0.012,0.012,2019-09-05 12:26:38
"1776",0.012,0.012,0.012,0.012,0.012,2019-09-05 12:26:48
"1777",0.011,0.011,0.011,0.011,0.011,2019-09-05 12:26:58
"1778",0.011,0.011,0.011,0.011,0.011,2019-09-05 12:27:08
"1779",0.011,0.011,0.011,0.011,0.011,2019-09-05 12:27:18
"1780",0.011,0.011,0.011,0.011,0.011,2019-09-05 12:27:28
"1781",0.011,0.011,0.011,0.011,0.011,2019-09-05 12:27:38
"1782",0.011,0.011,0.011,0.011,0.011,2019-09-05 12:27:48
"1783",0.01,0.01,0.01,0.01,0.01,2019-09-05 12:27:58
"1784",0.011,0.011,0.011,0.011,0.011,2019-09-05 12:28:08
"1785",0.01,0.01,0.01,0.01,0.01,2019-09-05 12:28:18
"1786",0.01,0.01,0.01,0.01,0.01,2019-09-05 12:28:28
"1787",0.01,0.01,0.01,0.01,0.01,2019-09-05 12:28:38
"1788",0.01,0.01,0.01,0.01,0.01,2019-09-05 12:28:48
"1789",0.01,0.01,0.01,0.01,0.01,2019-09-05 12:28:58
"1790",0.009,0.01,0.01,0.01,0.01,2019-09-05 12:29:08
"1791",0.005,0.005,0.005,0.005,0.005,2019-09-05 12:29:18
"1792",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:29:28
"1793",0.002,0.002,0.002,0.002,0.002,2019-09-05 12:29:38
"1794",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:29:48
"1795",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:29:58
"1796",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:30:08
"1797",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:30:18
"1798",0.002,0.003,0.003,0.003,0.003,2019-09-05 12:30:28
"1799",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:30:38
"1800",0.002,0.002,0.002,0.002,0.002,2019-09-05 12:30:48
"1801",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:30:58
"1802",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:31:08
"1803",0.002,0.003,0.003,0.003,0.003,2019-09-05 12:31:18
"1804",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:31:28
"1805",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:31:38
"1806",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:31:48
"1807",0.002,0.002,0.002,0.002,0.002,2019-09-05 12:31:58
"1808",0.001,0.001,0.001,0.001,0.001,2019-09-05 12:32:08
"1809",0.001,0.001,0.001,0.001,0.001,2019-09-05 12:32:18
"1810",0.001,0.001,0.001,0.001,0.001,2019-09-05 12:32:28
"1811",0.002,0.002,0.002,0.002,0.002,2019-09-05 12:32:38
"1812",0.002,0.002,0.002,0.002,0.002,2019-09-05 12:32:48
"1813",0.002,0.002,0.002,0.002,0.002,2019-09-05 12:32:58
"1814",0.002,0.002,0.002,0.002,0.002,2019-09-05 12:33:08
"1815",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:33:18
"1816",0.003,0.003,0.003,0.003,0.003,2019-09-05 12:33:28
"1817",0.005,0.005,0.005,0.005,0.005,2019-09-05 12:33:38
"1818",0.005,0.005,0.005,0.005,0.005,2019-09-05 12:33:48
"1819",0.005,0.005,0.005,0.005,0.005,2019-09-05 12:33:58
"1820",0.018,0.018,0.018,0.019,0.019,2019-09-05 12:34:08
"1821",0.061,0.062,0.063,0.063,0.073,2019-09-05 12:34:18
"1822",0.087,0.089,0.089,0.089,0.089,2019-09-05 12:34:28
"1823",0.101,0.103,0.103,0.103,0.103,2019-09-05 12:34:38
"1824",0.106,0.109,0.109,0.109,0.109,2019-09-05 12:34:48
"1825",0.108,0.111,0.111,0.112,0.112,2019-09-05 12:34:58
"1826",0.11,0.113,0.113,0.113,0.113,2019-09-05 12:35:08
"1827",0.111,0.113,0.113,0.113,0.113,2019-09-05 12:35:18
"1828",0.111,0.113,0.113,0.113,0.115,2019-09-05 12:35:28
"1829",0.11,0.112,0.113,0.113,0.113,2019-09-05 12:35:38
"1830",0.094,0.096,0.096,0.096,0.096,2019-09-05 12:35:48
"1831",0.079,0.081,0.081,0.081,0.086,2019-09-05 12:35:58
"1832",0.079,0.08,0.08,0.08,0.092,2019-09-05 12:36:08
"1833",0.077,0.079,0.079,0.079,0.084,2019-09-05 12:36:18
"1834",0.077,0.078,0.078,0.078,0.078,2019-09-05 12:36:28
"1835",0.075,0.077,0.077,0.077,0.077,2019-09-05 12:36:38
"1836",0.077,0.078,0.078,0.079,0.079,2019-09-05 12:36:48
"1837",0.074,0.076,0.076,0.076,0.076,2019-09-05 12:36:58
"1838",0.074,0.075,0.075,0.075,0.075,2019-09-05 12:37:08
"1839",0.073,0.075,0.075,0.075,0.075,2019-09-05 12:37:18
"1840",0.073,0.075,0.075,0.075,0.075,2019-09-05 12:37:28
"1841",0.071,0.073,0.073,0.074,0.074,2019-09-05 12:37:38
"1842",0.07,0.072,0.072,0.072,0.072,2019-09-05 12:37:48
"1843",0.071,0.072,0.072,0.073,0.073,2019-09-05 12:37:58
"1844",0.068,0.069,0.069,0.069,0.069,2019-09-05 12:38:08
"1845",0.065,0.066,0.066,0.067,0.067,2019-09-05 12:38:18
"1846",0.062,0.064,0.064,0.064,0.064,2019-09-05 12:38:28
"1847",0.063,0.064,0.064,0.064,0.074,2019-09-05 12:38:38
"1848",0.054,0.055,0.055,0.056,0.056,2019-09-05 12:38:48
"1849",0.052,0.053,0.053,0.053,0.053,2019-09-05 12:38:58
"1850",0.055,0.056,0.056,0.056,0.056,2019-09-05 12:39:08
"1851",0.053,0.054,0.054,0.054,0.054,2019-09-05 12:39:18
"1852",0.043,0.044,0.044,0.044,0.044,2019-09-05 12:39:28
"1853",0.041,0.042,0.042,0.042,0.042,2019-09-05 12:39:38
"1854",0.039,0.039,0.039,0.04,0.04,2019-09-05 12:39:48
"1855",0.038,0.039,0.039,0.039,0.039,2019-09-05 12:39:58
"1856",0.035,0.036,0.036,0.036,0.036,2019-09-05 12:40:08
"1857",0.035,0.036,0.036,0.036,0.036,2019-09-05 12:40:18
"1858",0.035,0.036,0.036,0.036,0.036,2019-09-05 12:40:28
"1859",0.033,0.034,0.034,0.034,0.034,2019-09-05 12:40:38
"1860",0.031,0.032,0.032,0.032,0.032,2019-09-05 12:40:48
"1861",0.031,0.031,0.031,0.031,0.031,2019-09-05 12:40:58
"1862",0.029,0.029,0.029,0.029,0.029,2019-09-05 12:41:08
"1863",0.028,0.028,0.028,0.029,0.029,2019-09-05 12:41:18
"1864",0.025,0.025,0.025,0.025,0.025,2019-09-05 12:41:28
"1865",0.024,0.024,0.024,0.024,0.024,2019-09-05 12:41:38
